10071	Slightly increase velocity with a long spurt starting halfway through the race.
201021	Cause panic in and moderately dull movement for runners ahead when positioned toward the back early-race. (Sprint)
201022	Slightly cause panic in and very slightly dull movement for runners ahead when positioned toward the back early-race. (Sprint)
201031	Moderately increase velocity on a straight. (Mile)
201032	Slightly increase velocity on a straight. (Mile)
201041	Moderately increase velocity on a corner. (Mile)
201042	Slightly increase velocity on a corner. (Mile)
201051	Increase passing ability when positioned toward the front mid-race. (Mile)
201052	Slightly increase passing ability when positioned toward the front mid-race. (Mile)
201061	Increase acceleration when passing another runner mid-race. (Mile)
201062	Slightly increase acceleration when passing another runner mid-race. (Mile)
201071	Increase passing ability. (Mile)
201072	Slightly increase passing ability. (Mile)
201081	Moderately steal velocity from runners behind when positioned toward the front mid-race. (Mile)
201082	Slightly steal velocity from runners behind when positioned toward the front mid-race. (Mile)
201091	Dull movement for runners ahead when positioned toward the back early-race. (Mile)
201092	Slightly dull movement for runners ahead when positioned toward the back early-race. (Mile)
201101	Moderately increase velocity on a straight. (Medium)
201102	Slightly increase velocity on a straight. (Medium)
201103	Increase velocity on a straight. (Medium)
201111	Moderately increase velocity on a corner. (Medium)
201112	Slightly increase velocity on a corner. (Medium)
201113	Increase velocity on corners. (Medium)
201121	Widen field of view with heightened observation early-race. (Medium)
201122	Moderately widen field of view with heightened observation early-race. (Medium)
201131	Avoid becoming surrounded for a medium duration when positioned toward the back mid-race. (Medium)
201132	Moderately avoid becoming surrounded for a medium duration when positioned toward the back mid-race. (Medium)
201141	Decrease fatigue when moving sideways. (Medium)
201142	Slightly decrease fatigue when moving sideways. (Medium)
201151	Decrease velocity of runners ahead when positioned toward the back late-race. (Medium)
201152	Slightly decrease velocity of runners ahead when positioned toward the back late-race. (Medium)
201161	Disturb runners directly ahead mid-race. (Medium)
201162	Slightly disturb runners directly ahead mid-race. (Medium)
201171	Moderately increase velocity on a straight. (Long)
201172	Slightly increase velocity on a straight. (Long)
201173	Increase velocity on a straight. (Long)
201181	Moderately increase velocity on a corner. (Long)
201182	Slightly increase velocity on a corner. (Long)
201191	Increase ability to maintain the lead when leading by a fair margin mid-race. (Long)
201192	Slightly increase ability to maintain the lead when leading by a fair margin mid-race. (Long)
201201	Decrease fatigue when determined to pass another runner. (Long)
201202	Slightly decrease fatigue when determined to pass another runner. (Long)
201211	Increase velocity when passing another runner late-race. (Long)
201212	Slightly increase velocity when passing another runner late-race. (Long)
201221	Slightly steal endurance from runners ahead when positioned toward the back mid-race. (Long)
201222	Very slightly steal endurance from runners ahead when positioned toward the back mid-race. (Long)
201231	Narrow the field of view for runners ahead late-race. (Long)
201232	Moderately narrow the field of view for runners ahead late-race. (Long)
201241	Moderately increase velocity on a straight. (Front Runner)
201242	Slightly increase velocity on a straight. (Front Runner)
201251	Moderately increase velocity on a corner. (Front Runner)
201252	Slightly increase velocity on a corner. (Front Runner)
201261	Avoid becoming surrounded early-race. (Front Runner)
201262	Moderately avoid becoming surrounded early-race. (Front Runner)
201271	Increase ability to pass or challenge another runner early-race or mid-race. (Front Runner)
201272	Slightly increase ability to pass or challenge another runner early-race or mid-race. (Front Runner)
201281	Reduce fatigue on an uphill. (Front Runner)
201282	Slightly reduce fatigue on an uphill. (Front Runner)
201291	Increase acceleration when not in the lead mid-race. (Front Runner)
201292	Slightly increase acceleration when not in the lead mid-race. (Front Runner)
201302	Slightly dull movement for runners ahead when not in the lead early-race. (Front Runner)
201311	Moderately increase velocity on a straight. (Pace Chaser)
201312	Slightly increase velocity on a straight. (Pace Chaser)
201321	Moderately increase velocity on a corner. (Pace Chaser)
201322	Slightly increase velocity on a corner. (Pace Chaser)
201331	Moderately increase ability to navigate smoothly. (Pace Chaser)
201332	Slightly increase ability to navigate smoothly. (Pace Chaser)
201341	Moderately improve running on a downhill. (Pace Chaser)
201342	Slightly improve running on a downhill. (Pace Chaser)
201351	Recover endurance mid-race. (Pace Chaser)
201352	Slightly recover endurance mid-race. (Pace Chaser)
201361	Moderately increase acceleration when positioned toward the back mid-race. (Pace Chaser)
201362	Slightly increase acceleration when positioned toward the back mid-race. (Pace Chaser)
201371	Moderately narrow the field of view for runners behind when positioned toward the front late-race. (Pace Chaser)
201372	Slightly narrow the field of view for runners behind when positioned toward the front late-race. (Pace Chaser)
201381	Moderately increase velocity on a straight. (Late Surger)
201382	Slightly increase velocity on a straight. (Late Surger)
201391	Moderately increase velocity on a corner. (Late Surger)
201392	Slightly increase velocity on a corner. (Late Surger)
201401	Moderately increase acceleration for a medium duration when trying to pass another runner. (Late Surger)
201402	Slightly increase acceleration for a medium duration when trying to pass another runner. (Late Surger)
201411	Increase velocity on an uphill. (Late Surger)
201412	Slightly increase velocity on an uphill. (Late Surger)
201421	Recover endurance late-race. (Late Surger)
201422	Slightly recover endurance late-race. (Late Surger)
201431	Widen field of view with heightened observation mid-race. (Late Surger)
201432	Slightly widen field of view with heightened observation mid-race. (Late Surger)
201441	Startle other runners late-race. (Late Surger)
201442	Slightly startle other runners late-race. (Late Surger)
201451	Moderately increase velocity on a straight. (End Closer)
201452	Slightly increase velocity on a straight. (End Closer)
201453	Increase velocity on straights. (End Closer)
201461	Moderately increase velocity on a corner. (End Closer)
201462	Slightly increase velocity on a corner. (End Closer)
201471	Moderately widen field of view with situational awareness when moving sideways. (End Closer)
201472	Slightly widen field of view with situational awareness when moving sideways. (End Closer)
201481	Reduce fatigue on a downhill. (End Closer)
201482	Slightly reduce fatigue on a downhill. (End Closer)
201491	Regain composure by calming down when the way ahead is jammed. (End Closer)
201492	Slightly regain composure by calming down when the way ahead is jammed. (End Closer)
201501	Widen field of view when positioned toward the back late-race. (End Closer)
201502	Slightly widen field of view when positioned toward the back late-race. (End Closer)
201511	Unnerve runners in focus late-race. (End Closer)
201512	Slightly unnerve runners in focus late-race. (End Closer)
201521	Increase ability to get into a good position. (Front Runner)
201522	Moderately increase ability to get into a good position. (Front Runner)
201531	Increase ability to get into a good position. (Pace Chaser)
201532	Moderately increase ability to get into a good position. (Pace Chaser)
201541	Increase ability to get into a good position. (Late Surger)
201542	Moderately increase ability to get into a good position. (Late Surger)
201551	Increase ability to get into a good position. (End Closer)
201552	Moderately increase ability to get into a good position. (End Closer)
201561	Good things may happen when in bracket 7.
201562	Moderately good things may happen when in bracket 7.
201571	Slightly gain energy with 777m remaining.
201581	Slightly improve running on an uphill.
201591	Slightly increase velocity when close to many runners.
201592	Increase velocity when close to many runners.
201601	Slightly increase acceleration after activating many skills early-race.
201611	Slightly increase velocity after activating many skills mid-race.
201612	Increase velocity after activating many skills mid-race.
201621	Slightly recover endurance after activating many skills late-race.
201631	Moderately increase performance when many runners share a sympathetic heart.
201641	Moderately increase performance when no other runners have the heart of a lone wolf.
201651	Slightly decrease wind resistance when following directly behind another runner.
201661	Slightly increase velocity when followed by another runner directly behind for a long time.
201662	Increase velocity when followed by another runner directly behind for a long time.
201671	Increase velocity when engaged in a challenge mid-race. (Dirt)
201672	Slightly increase velocity when engaged in a challenge mid-race. (Dirt)
201681	Prepare to aim for the front late-race. (Dirt)
201682	Moderately prepare to aim for the front late-race. (Dirt)
201691	Recover endurance when positioned toward the back upon approaching mid-race. (Late Surger)
201692	Slightly recover endurance when positioned toward the back upon approaching mid-race. (Late Surger)
201701	Increase velocity when well-positioned on a straight in the last spurt. (Medium)
201702	Slightly increase velocity when well-positioned on a straight in the last spurt. (Medium)
201801	Moderately decrease performance on firm ground.
201901	Increase acceleration when positioned toward the front late-race. (Pace Chaser)
201902	Slightly increase acceleration when positioned toward the front late-race. (Pace Chaser)
202001	Recover endurance and increase velocity when positioned toward the back mid-race. (Dirt)
202002	Slightly recover endurance when positioned toward the back mid-race. (Dirt)
202011	Increase velocity when positioned toward the front upon approaching late-race. (Long)
202012	Slightly increase velocity when positioned toward the front upon approaching late-race. (Long)
202021	Moderately increase velocity for a medium duration when positioned toward the back mid-race. (End Closer)
202022	Very slightly increase velocity for a medium duration when positioned toward the back mid-race. (End Closer)
202031	Greatly increase velocity in the second half of the race, but also greatly increase fatigue sometimes.
202032	Moderately increase velocity in the second half of the race, but also greatly increase fatigue sometimes.
202041	Increase velocity when positioned toward the front upon approaching late-race. (Sprint)
202042	Slightly increase velocity when positioned toward the front upon approaching late-race. (Sprint)
202051	Attempt to gain an especially large lead and keep it until the finish. (Front Runner)
202061	Everyone's expectations strongly inspire the user, increasing velocity on the final corner. (Long)
202071	If positioned in the midpack around when the mid-race starts, slightly decrease velocity and greatly recover endurance. (Long)
202072	If positioned in the midpack around when the mid-race starts, slightly decrease velocity and moderately recover endurance. (Long)
202081	If positioned toward the back late-race, increase acceleration. (Medium)
202082	If positioned toward the back late-race, slightly increase acceleration. (Medium)
202091	When engaged in a challenge midpack mid-race, moderately recover endurance and moderately increase velocity. (Medium)
202092	When engaged in a challenge midpack mid-race, very slightly recover endurance and slightly increase velocity. (Medium)
202101	When positioned toward the back mid-race, increase velocity. (Medium)
202102	When positioned toward the back mid-race, slightly increase velocity. (Medium)
202111	When positioned toward the back on the final corner, increase velocity. (Mile)
202112	When positioned toward the back on the final corner, slightly increase velocity. (Mile)
202121	When positioned in the midpack during the second half of the race, increase velocity and very slightly increase acceleration. (Late Surger)
202122	When positioned in the midpack during the second half of the race, slightly increase velocity and very minimally increase acceleration. (Late Surger)
202131	When positioned toward the front mid-race, increase velocity and slightly decrease the velocity of runners behind the user. (Medium)
202132	When positioned toward the front mid-race, slightly increase velocity and minimally decrease the velocity of runners behind the user. (Medium)
202141	Increase time lost to slow starts and moderately decrease Wit.
202151	Greatly consume endurance mid-race and greatly increase velocity. (Late Surger)
202152	Greatly consume endurance mid-race and moderately increase velocity. (Late Surger)
202161	Increase Wit and moderately decrease the chance of being Rushed.
202172	Slightly increase velocity on downhills.
202181	Get overwhelmed by powerful opponents, moderately decreasing Guts and Wit.
210011	Burn bright with team spirit, increasing velocity in proportion to the total Speed of racing team members mid-race.
210012	Burn bright with team spirit, slightly increasing velocity in proportion to the total Speed of racing team members mid-race.
210021	Burn bright with team spirit, recovering endurance in proportion to the total Stamina of racing team members mid-race.
210022	Burn bright with team spirit, slightly recovering endurance in proportion to the total Stamina of racing team members mid-race.
210031	Burn bright with team spirit, increasing acceleration in proportion to the total Power of racing team members late-race.
210032	Burn bright with team spirit, slightly increasing acceleration in proportion to the total Power of racing team members late-race.
210041	Burn bright with team spirit, increasing vigor in proportion to the total Guts of racing team members late-race.
210042	Burn bright with team spirit, very slightly increasing vigor in proportion to the total Guts of racing team members late-race.
210051	Burn bright with team spirit, increasing strategic navigation for a medium duration in proportion to the total Wit of racing team members early-race.
210052	Burn bright with team spirit, slightly increasing strategic navigation for a medium duration in proportion to the total Wit of racing team members early-race.
210061	Control breathing and kick forward in the second half of the race. Effect is increased in proportion to number of career wins.
210062	Very slightly control breathing and kick forward in the second half of the race. Effect is increased in proportion to number of career wins.
300011	Moderately increase performance with the desire to race.
300021	Greatly increase performance with the same ambition of days past.
300031	Moderately increase performance in pursuit of that long sought-after scenery.
300041	Moderately decrease performance due to Trainer's anxiety.
300051	Greatly decrease velocity on a corner in the second half of the race due to Trainer's obvious anxiety.
300061	Increase velocity on the final straight due to a strong desire to cross the finish line carrying everyone's hopes and dreams.
300071	Moderately increase Silence Suzuka's performance thanks to the desire to see her running reach new heights.
300081	Moderately increase Silence Suzuka's performance thanks to a charm that guarantees a satisfying run.
300091	Moderately increase Silence Suzuka's performance through the happiness felt seeing a friend find their running style.
300101	Recover Silence Suzuka's endurance on a corner in the second half of the race through a friend's cheers of support.
300111	Feel closer to being Japan's top racer, moderately increasing performance.
300121	The whole team feels super determined to win this special race, greatly increasing performance.
300131	I'll tackle this with everything I've got!
300141	I'll rise up to the challenge!
900011	Slightly increase velocity and very minimally increase acceleration after passing another runner toward the front late-race.
900021	Slightly increase velocity when in the lead by a fair margin in the second half of the race.
900031	Moderately increase velocity when closing the gap to runners ahead on the final straight.
900041	Slightly increase acceleration when positioned toward the front on the final corner or later.
900051	Moderately increase velocity when just breaking out of the pack toward the front on the final straight.
900061	Moderately increase ability to break out of the pack when positioned toward the front with 200m remaining.
900071	Very slightly increase velocity steadily with a long spurt starting halfway through the race.
900081	Slightly increase velocity when positioned toward the front with 200m or less remaining.
900091	Very slightly swell with the determination to be number one when positioned toward the front in the second half of the race.
900101	Slightly increase acceleration when well-positioned upon approaching the final straight.
900111	Slightly increase velocity when passing another runner toward the back on the final straight.
900121	Slightly increase velocity on the final straight after passing another runner on the outside toward the back on the final corner or later.
900131	Slightly increase velocity when positioned toward the front on the final corner.
900141	Very slightly hang on to the advantage when positioned toward the front with energy to spare on the final straight.
900151	Slightly increase velocity when positioned toward the front and close to the runner ahead or behind on the final corner or later.
900161	Slightly increase velocity when passing another runner on the outside on the final corner or later. If the skill user engaged in a challenge mid-race, moderately increase velocity instead.
900171	Moderately increase velocity on the final straight after passing another runner 3 times late-race.
900181	Slightly increase velocity when passing another runner from midpack or further back on the final corner.
900191	Slightly increase velocity and navigation after passing another runner 2 times late-race.
900201	Slightly increase acceleration when in the lead on a corner late-race.
900211	Slightly bolt down the track when well-positioned or aiming for the front from midpack on a straight in the second half of the race.
900221	Slightly increase velocity when engaged in a challenge while well-positioned in the second half of the race.
900231	Slightly increase velocity when passing another runner toward the front on the final corner or later.
900241	Very slightly increase ability to break out of the pack on the straight after engaging in a challenge toward the front on the final corner or later.
900251	Very slightly increase velocity steadily and very minimally intimidate runners ahead when in midpack in the second half of the race.
900261	Slightly increase velocity when positioned toward the front after making it to the final straight without faltering.
900271	Slightly increase acceleration in an attempt to move up on a corner late-race.
900281	Very slightly kick forward when moderately tired while well-positioned halfway through the race.
900301	Slightly increase velocity on the final straight after passing another runner in the front part of the pack on the final corner or later.
900311	Very slightly increase velocity when positioned toward the front with about 300m remaining. If coming out of an uphill, moderately increase velocity instead.
900321	Slightly recover endurance and very slightly increase velocity for a moderate duration when sitting off the pace on a corner in the second half of the race.
900331	Slightly increase velocity when far from the lead on the final straight. If positioned around the very back, moderately increase velocity instead.
900341	When competing for the lead if positioned in the midpack or further for the first half of the race, moderately increase velocity.
900351	Slightly increase velocity when positioned toward the front on the final straight after engaging in a challenge on the final corner or later.
900361	When near the inner rail midpack on the final corner or later, slightly increase velocity and ability to navigate smoothly on the final straight.
900371	Slightly increase velocity in a dash for the lead after running calmly and according to plan up until the final straight.
900381	Very slightly begin to advance when passing another runner while well-positioned around halfway through the race.
900391	Slightly increase velocity when engaged in a challenge on the final straight.
900401	Very slightly increase acceleration steadily when starting to make a move from midpack in the second half of the race.
900411	Slightly increase velocity when engaged in a challenge toward the front in the second half of the race.
900441	If positioned toward the back and racing calmly until the start of the final corner, when there are 300m remaining, slightly increase velocity continuously.
900451	Moderately recover endurance when well-positioned mid-race.
900461	Become very slightly empowered to keep the advantage when positioned toward the front and close to the runner behind on a straight mid-race.
900481	Slightly increase velocity when pressured by or passing another runner while well-positioned on the final straight.
900501	Slightly increase velocity when moving up from midpack on the final corner or later.
900511	If the user engaged in a challenge on a mid-race corner, slightly increase acceleration when well-positioned late-race at least halfway through the final corner.
900521	Slightly recover endurance with a glance at nearby runners when positioned toward the back on the final corner.
900561	Slightly clear a path forward depending on divination results when the way ahead is jammed late-race.
900581	Very slightly aim for the front when passing another runner from midpack or further back on a corner late-race.
900591	Having run the race calmly, slightly increase acceleration when making a move mid-race, or on a crucial corner late-race whilst in midpack.
900601	Slightly increase velocity when positioned 3rd and about to lose late-race.
900611	Moderately increase velocity in a true display of skill with 200m remaining after racing calmly.
900621	Slightly recover endurance and very slightly increase velocity when in midpack around halfway through the race.
900641	If positioned toward the front from the start of the race until the second half of the race, slightly recover endurance and very slightly increase velocity steadily.
900671	If well-positioned at the start of the final straight, slightly increase velocity. If positioned near the front, moderately increase velocity instead.
900681	Very slightly increase velocity when positioned toward the front on the third corner in the second half of the race. Or, very slightly kick forward when toward the front on the backstretch late-race.
900691	Slightly increase velocity when well-positioned and close to the runner ahead with 300m or less remaining.
900711	Slightly consume endurance to moderately increase velocity for a moderate duration when close to the runner behind on the final straight.
900721	If the user passed another runner on the final corner or later, slightly increase velocity when in the front part of the pack with 300m or less remaining.
900741	From the midpack in the second half of the race, minimally increase velocity steadily for a duration based on remaining endurance.
910011	Slightly recover endurance after activating 2 skills mid-race.
910031	Moderately increase velocity on the final straight after being on the heels of another runner toward the front on the final corner or later.
910041	Slightly increase velocity when positioned toward the front in the second half of the race after recovering endurance with a skill.
910051	When passing another racer at the front part of the pack on the final corner or later, moderately increase velocity for a moderate duration.
910061	Very slightly control breathing and kick forward toward victory in the second half of the race after recovering endurance with skills at least 3 times.
910101	If positioned toward the front with 200m remaining, slightly increase velocity. Then, if also positioned near the leading Umamusume, move minimally forward.
910111	Moderately recover endurance when overtaken toward the back mid-race.
910131	Slightly increase velocity continuously when pressured by another runner and running out of energy toward the front on the final corner or later.
910141	Slightly increase acceleration when aiming for the front from midpack on the final corner.
910151	Slightly increase velocity for a moderate duration when in the front part of the pack with 400m remaining. If at least 7 skills have been activated, moderately increase velocity for a moderate duration instead.
910171	Slightly increase velocity when pressured by another runner in the front part of the pack on the final corner or later.
910181	Slightly increase velocity when starting to make a move from a position toward the front mid-race.
910201	If positioned toward the front on a straight late-race, slightly increase velocity. If the straight is on the backstretch, also increase acceleration very minimally.
910221	If well-positioned late-race on the final corner or later, slightly increase velocity. If there's a large distance left to the finish, also increase acceleration very minimally.
910231	Slightly increase velocity mid-race after staying well-positioned from the start of the race up until the second half.
910241	Slightly increase velocity when passing another runner toward the front on the final corner. If passing toward the back, slightly increase acceleration instead.
910261	Take a minimal breather and slightly increase velocity when in the front part of the pack and there's another runner coming from behind on a corner mid-race.
910301	Slightly drain endurance from runners ahead when well-positioned and pressured by another runner mid-race.
910371	Slightly increase velocity continuously on the final straight after passing another runner 3 times on the final corner or later.
910381	If positioned toward the front with 350m remaining and there is another Umamusume close behind, break out of the pack slightly more easily.
910401	Very slightly increase ability to break out of the pack when engaged in a challenge in midpack on the final corner.
910451	Very slightly increase ability to break out of the pack when well-positioned and close to the runner ahead on the final straight.
910521	Give max effort when far from the lead on the final corner, very slightly increasing velocity steadily for a duration proportional to distance from the lead.
910561	Slightly increase velocity with a surge of fortune when pressured by another runner toward the back in the second half of the race.
910591	If positioned midpack on a downhill just before late-race and there's a large distance left to the finish, slightly increase velocity.
910601	If the user passed another runner on the final corner or later, slightly increase velocity from the midpack onward on the final straight. If the user isn't one of the top favorites, keep steadily increasing velocity slightly.
910611	If the user stayed toward the very back during the first half of the race without being rushed, slightly increase acceleration on the final straight.
920011	If the user activates another skill on the final corner late-race, very slightly increase velocity. If racing at Nakayama Racecourse, moderately increase velocity instead.
1000011	Increase attributes by +{0}％ in the Racing Carnival. {1}％ chance to also raise runner's mood to Great. This skill will disappear when the event ends.
1000012	Increase attributes by +{0}％ in the Racing Carnival. {1}％ chance to also raise runner's mood to Great. This skill will disappear when the event ends.
1100011	Greatly decrease the racer's proficiency in starting races. Effects include slow starts and reduced starting acceleration. Removed at the end of the Career playthrough.
1200011	Increase performance in Medium Turf races. This skill is exclusive to the event.
1200021	Increase performance in Long Turf races. This skill is exclusive to the event.
1200031	Increase performance in Mile Turf races. This skill is exclusive to the event.